cat_code,category,id,ingame_name,class,rarity,rarity_source,rarity_vallode,rarity_guide,rarity_daigo_owned,G_weapon,rarity_9or10,attack_display,class_multiplier,true_raw,affinity,weapon_slots,element,element_true,sharpness,sharpness_plus1,improve_from,create_cost,create_materials,improve_cost,improve_materials,alt_create_materials,improve_to,reload,recoil,max_attack,rapid_fire,ammo_summary,bow_coatings,bow_charge_shots,armor_skills,name_eu_build
5,blademaster_weapon,496,Tiger Agito,great-sword,5,vallode,5,,,,N,816,4.8,170,-30%,0,,,"18,2,7,7,1","18,2,7,7,4,2",,35000,Tigrex Fang x5; Tigrex Scale x4; Tigrex Skull Shl x1; Pokke Ticket x1,,,,Tigrex Great Sword; Hidden Blaze,,,,,,,,,
5,blademaster_weapon,497,Tigrex Great Sword,great-sword,7,vallode,7,,,,N,1056,4.8,220,-30%,0,,,"18,2,7,7,4,2","18,2,7,7,4,4,3",Tiger Agito,,,80000,Tigrex Fang+ x5; Tigrex Scale+ x8; Tigrex Skull Shl x2,,Tigrex Supreme Sword,,,,,,,,,
5,blademaster_weapon,498,Tigrex Tooth,long-sword,5,vallode,5,,,,N,816,4.8,170,-25%,0,,,"18,2,7,7,1","18,2,7,7,4,2",,35000,Tigrex Claw x5; Tigrex Tail x2; Tigrex Shell x4; Pokke Ticket x1,,,,Tigrex Katana; Hidden Saber,,,,,,,,,
5,blademaster_weapon,499,Tigrex Katana,long-sword,7,vallode,7,,,,N,1056,4.8,220,-25%,0,,,"18,2,7,7,4,2","18,2,7,7,4,4,3",Tigrex Tooth,,,80000,Tigrex Claw+ x5; Tigrex Carapace x6; Tigrex Tail x4,,Tigrex Great Katana,,,,,,,,,
5,blademaster_weapon,500,Akantor Katana,long-sword,8,vallode,8,,,,N,1200,4.8,250,40%,0,,,"9,4,11,1","9,4,11,6",,100000,Akantor Spike x3; Akantor Shell x6; Akantor Tail x1; Union Ore x10,,,,Akantor Broadswrd S,,,,,,,,,
5,blademaster_weapon,501,Steel Lance,lance,1,vallode,1,,,,N,207,2.3,90,0%,0,,,"5,5,9,6","5,5,9,11",Iron Lance+,,,1400,Iron Ore x4; Disk Stone x4,,Paladin Lance; Estoc,,,,,,,,,
5,blademaster_weapon,502,Naag Serpentblade,lance,4,vallode,4,,,,N,322,2.3,140,5%,0,Poison 380,Poison 38,"3,4,17,6","3,4,17,7,4",Rampart,5600,Remobra Skull x2; Remobra Skin x8; Poison Sac x10; Machalite Ore x15,5600,Remobra Skin x5; Remobra Skull x2; Iron Ore x20,,Devta Serpentblade,,,,,,,,,
5,blademaster_weapon,503,Devta Serpentblade,lance,6,vallode,6,,6,,N,368,2.3,160,15%,0,Poison 450,Poison 45,"16,5,4,9,1","16,5,4,9,4,2",Naag Serpentblade,,,50000,Remobra Skin+ x5; Remobra Skull x4; Toxin Sac x10,,OuroborosSerpntblade,,,,,,,,,
5,blademaster_weapon,504,Gravios Venom Spear,lance,7,vallode,7,,,,N,437,2.3,190,0%,0,Poison 270,Poison 27,"5,5,9,13,3","5,5,9,13,5,3",Gravios Spear,,,70000,Gravios Carapace x8; Chameleos Tail x5; Toxin Sac x10,,Gravios Lance,,,,,,,,,
5,blademaster_weapon,505,Marine Fisher,gunlance,3,vallode,3,,,,N,299,2.3,130,0%,0,Water 100,Water 10,"5,5,8,6","5,5,8,11",Snow Gunlance Mk. II,3100,Plesioth Fin x4; Plesioth Scale x6; Iron Ore x20; Burst Arrowana x10,3100,Plesioth Scale x5; Cephalos Scale x3; Machalite Ore x7,,Deep Fisher,,,,,,,,,
5,blademaster_weapon,506,Deep Fisher,gunlance,4,vallode,4,,,,N,368,2.3,160,0%,0,Water 200,Water 20,"5,5,8,11","5,5,8,13,3",Marine Fisher,,,5600,Plesioth Fin x7; Monster Bone+ x4; Dragonite Ore x7,,Deep Ocean,,,,,,,,,
5,blademaster_weapon,507,Deep Ocean,gunlance,6,vallode,6,,,,N,391,2.3,170,0%,0,Water 300,Water 30,"5,7,5,13","5,7,5,13,2",Deep Fisher,,,40000,Grn Plesioth Fin+ x3; Grn Plesioth Scl x10; Carbalite Ore x7,,Sea King Gunlance,,,,,,,,,
5,blademaster_weapon,508,Sea King Gunlance,gunlance,7,vallode,7,,,,N,437,2.3,190,0%,0,Water 350,Water 35,"5,5,9,13,3","5,5,9,13,4,3",Deep Ocean,,,55000,Wyvern Stone x2; Green Plesioth Scale+ x10; Union Ore x7,,Sea God Leviathan; Volcano Gunlance,,,,,,,,,
5,blademaster_weapon,509,Snow Gunlance,gunlance,2,vallode,2,,,,N,207,2.3,90,0%,0,Ice 100,Ice 10,"7,3,3","7,3,9",Iron Lance,1400,Giaprey Hide x3; Giaprey Scale x6; Machalite Ore x2; Carpenterbug x5,1400,Giaprey Hide x2; Giaprey Scale x3; Iron Ore x8,Plus Class Tcket x1; Giaprey Hide x1,Snow Gunlance Mk. II,,,,,,,,,
5,blademaster_weapon,510,Snow Gunlance Mk. II,gunlance,3,vallode,3,,,,N,253,2.3,110,0%,0,Ice 120,Ice 12,"5,5,8,1","5,5,8,6",Snow Gunlance,,,2150,Giadrome Hide x3; Giadrome Skull x1; Earth Crystal x8,,Blizzard Gunlance; Marine Fisher; Scissor Gunlance,,,,,,,,,
5,blademaster_weapon,511,Blizzard Gunlance,gunlance,6,vallode,6,,,,N,437,2.3,190,0%,0,Ice 150,Ice 15,"5,5,9,12,3","5,5,9,12,4,3",Snow Gunlance Mk. II,,,40000,Giadrome Claw+ x4; Giaprey Hide+ x4; Inferno Sac x2,,,,,,,,,,,
5,blademaster_weapon,512,Longhorn,lance,1,vallode,1,,,,N,161,2.3,70,0%,0,,,"9,5,1","9,5,6",,650,Sm Monster Bone x2; Brute Bone x1,,,,Longhorn+; Wild Bone Lance,,,,,,,,,
5,blademaster_weapon,513,Barbaroi Tusk,lance,2,vallode,2,,,,N,322,2.3,140,0%,0,,,"9,5,9,2","9,5,9,7",Long Tusk,3100,Iodrome Skull x1; Ioprey Hide x10; Lg Monster Bone x7; Demondrug x5,3100,Lg Monster Bone x5; Iodrome Hide x5; Monster Fluid x5,,Ogre Tusk; Incessant Raven,,,,,,,,,
5,blademaster_weapon,514,Crimson Lance,lance,3,vallode,3,,,,N,276,2.3,120,0%,0,Fire 190,Fire 19,"11,8,5,1","11,8,5,6",Long Tusk,3100,Monoblos Spine x2; Blood Red Horn x1; Machalite Ore x8; Monster Fluid x5,3100,Blood Red Horn x1; Flame Sac x2; Machalite Ore x4,,Crimson War Pike; Ceramic Blos Lance; Diablo Horn,,,,,,,,,
5,blademaster_weapon,515,Ceramic Blos Lance+,lance,4,vallode,4,,,,N,322,2.3,140,0%,1,Water 150,Water 15,"3,4,17,1","3,4,17,6",Crimson Lance,,,4250,Wht Monoblos Hrn x1; Wht Monoblos Spn x2; Wht Monoblos Shl x4,,Ceramic Blos Lance+,,,,,,,,,
5,blademaster_weapon,516,Wild Bone Lance,lance,2,vallode,2,,,,N,230,2.3,100,0%,0,,,"5,7,3","5,7,5,3",Longhorn,1400,Bullfango pelt x5; Brute Bone x3; Anteka Antlers x2; Carpenterbug x5,1400,Bullfango Pelt x3; Brute Bone x3; Iron Ore x2,Plus Class Tcket x1; Bullfango Pelt x1,Wild Bone Lance+; Fragrance,,,,,,,,,
5,blademaster_weapon,517,Wild Bone Lance+,lance,2,vallode,2,,,,N,230,2.3,100,0%,0,,,"5,7,3","5,7,5,3",Longhorn,1400,Bullfango pelt x5; Brute Bone x3; Anteka Antlers x2; Carpenterbug x5,1400,Bullfango Pelt x3; Brute Bone x3; Iron Ore x2,Plus Class Tcket x1; Bullfango Pelt x1,Wild Bone Lance+; Fragrance,,,,,,,,,
5,blademaster_weapon,518,Bulldrome Spear,lance,6,vallode,6,,6,,N,483,2.3,210,0%,2,,,"3,4,17,6","3,4,17,7,4",Wild Bone Lance+,,,40000,Bulldrome Tusk x6; Bulldrome Hide+ x4; Stout Bone x4,,,,,,,,,,,
5,blademaster_weapon,519,Fragrance,lance,2,vallode,2,,,,N,207,2.3,90,0%,2,,,"3,7,4,6","3,7,4,11",Wild Bone Lance,1400,Dosbiscus x4; Iron Ore x3; Sap Plant x5; Godbug x1,1400,Dosbiscus x2; Carpenterbug x3; Sunset Herb x3,,Fragrance+,,,,,,,,,
5,blademaster_weapon,520,Fragrance+,lance,2,vallode,2,,,,N,207,2.3,90,0%,2,,,"3,7,4,6","3,7,4,11",Wild Bone Lance,1400,Dosbiscus x4; Iron Ore x3; Sap Plant x5; Godbug x1,1400,Dosbiscus x2; Carpenterbug x3; Sunset Herb x3,,Fragrance+,,,,,,,,,
5,blademaster_weapon,521,Noble Fragrance,lance,6,vallode,6,,6,,N,345,2.3,150,0%,3,,,"3,7,4,16,5","3,7,4,16,7,3",Fragrance+,,,45000,Dosbiscus x10; Carbalite Ore x5; Conga Pelt+ x10,,,,,,,,,,,
5,blademaster_weapon,522,Bone Gunlance,gunlance,1,vallode,1,,,,N,161,2.3,70,0%,0,,,"2,4,7","2,4,10",,650,Brute Bone x2; Rumblefish x1,,,,Great Bone Gunlance,,,,,,,,,
5,blademaster_weapon,523,Great Bone Gunlance,gunlance,2,vallode,2,,,,N,230,2.3,100,0%,0,,,"2,4,12","2,4,16,1",Bone Gunlance,,,1400,Brute Bone x5; Fire Herb x5,,Wyvern Bone Gunlance; Average Hitter,,,,,,,,,
5,blademaster_weapon,524,Wyvern Bone Gunlance,gunlance,1,vallode,1,,,,N,299,2.3,130,0%,0,,,"2,4,16,1","2,4,16,6",Great Bone Gunlance,,,2150,Giant Bone x3; Lg Monster Bone x3; Burst Arrowana x3,,Hellsting,,,,,,,,,
5,blademaster_weapon,525,Hellsting+,gunlance,4,vallode,4,,,,N,322,2.3,140,10%,1,Ice 250,Ice 25,"15,4,3,5","15,4,3,9,1",Wyvern Bone Gunlance,4250,Blangonga Fang x2; Blango Pelt x20; Giant Bone x2; Sharp Claw x10,4250,Blango Pelt x15; Blangonga Pelt x5; Ice Crystal x10,,Hellsting+,,,,,,,,,
5,blademaster_weapon,526,Average Hitter,gunlance,3,vallode,3,,,,N,299,2.3,130,0%,1,Poison 180,Poison 18,"7,4,8","7,4,13",Great Bone Gunlance,3100,Pur Rubbery Hide x4; Gypceros Head x1; Poison Sac x10; Firestone x3,3100,Pur Rubbery Hide x4; Lightcrystal x2; Poison Sac x5,,Grand Slam,,,,,,,,,
5,blademaster_weapon,527,Grand Slam,gunlance,4,vallode,4,,,,N,391,2.3,170,0%,1,Poison 240,Poison 24,"7,4,8,2","7,4,8,6",Average Hitter,,,5600,Pur Rubbery Hide x10; Gypceros Head x1; Remobra Skull x2,,Hard Hitter,,,,,,,,,
5,blademaster_weapon,528,Vermillion Rim,lance,5,vallode,5,,,,N,368,2.3,160,0%,0,Dragon 150,Dragon 15,"5,5,9,6","5,5,9,11",,40000,Lao-Shan's Horn x2; Lao-Shan's Shell x3; Gaoren Shell x4; Commendation x1,,,,Dragonic Rim,,,,,,,,,
5,blademaster_weapon,529,Vacuum Striker,lance,3,vallode,3,,,,N,184,2.3,80,0%,2,Water 270,Water 27,"5,5,9,1","5,5,9,6",,7500,Pale Bone x2; Rubbery Hide x1; FlynMealPassReg x2,,,,Hyper Vacuum,,,,,,,,,
5,blademaster_weapon,530,Hyper Vacuum,lance,6,vallode,6,,,,N,253,2.3,110,0%,2,Water 340,Water 34,"3,7,4,16,5","3,7,4,16,7,3",Vacuum Striker,,,45000,Pale Khezu Steak x2; Dragonwood x2; FlynMealPassPlus x3,,,,,,,,,,,
5,blademaster_weapon,531,Primal Spear,lance,6,vallode,6,,,,N,230,2.3,100,0%,2,Poison 450,Poison 45,"5,5,9,13,3","5,5,9,13,5,3",Native Spear,,,45000,Master's Skull x1; Toxin Sac x5; FlynMealPassReg x10,,,,,,,,,,,
5,blademaster_weapon,532,Tiger Stinger,lance,5,vallode,5,,,,N,391,2.3,170,-30%,0,,,"16,5,4,9,1","16,5,4,9,4,2",,35000,Tigrex Scale x6; Tigrex Tail x1; Tigrex Claw x5; Pokke Ticket x1,,,,Tigrex Lance; Hidden Stinger,,,,,,,,,
5,blademaster_weapon,533,Tigrex Lance,lance,7,vallode,7,,,,N,506,2.3,220,-30%,0,,,"9,5,9,10,5,2","9,5,9,10,5,5,2",Tiger Stinger,,,80000,Tigrex Scale+ x6; Tigrex Tail x3; Tigrex Claw+ x5,,Great Tigrex Lance,,,,,,,,,
5,blademaster_weapon,534,Rex Blast,gunlance,5,vallode,5,,,,N,391,2.3,170,-30%,0,,,"13,4,3,9,1","13,4,3,9,3,2",,35000,Tigrex Fang x4; Tigrex Claw x5; Tigrex Shell x2; Pokke Ticket x1,,,,Tigrex Gunlance; Hidden Gunlance,,,,,,,,,
5,blademaster_weapon,535,Tigrex Gunlance,gunlance,7,vallode,7,,,,N,506,2.3,220,-30%,0,,,"9,5,9,10,4,2","9,5,9,10,4,6,2",Rex Blast,,,80000,Tigrex Fang+ x4; Tigrex Claw+ x5; Tigrex Carapace x4,,GreatTigrexGunlance,,,,,,,,,
5,blademaster_weapon,536,Akantor Gunlance,gunlance,8,vallode,8,,,,N,575,2.3,250,40%,0,,,"4,7,4,2","4,7,4,7",,100000,Akantor Fang x4; Akantor Claw x3; Akantor Shell x5; Firecell Stone x8,,,,AkantorNoirGunlance,,,,,,,,,
5,blademaster_weapon,537,Kitchen Knife,sword-and-shield,2,vallode,2,,,,N,112,1.4,80,10%,0,,,"13,1,1","13,1,3,3",Assassin's Dagger,510,FlynMealPassReg x2; Iron Ore x3; Antiseptic Stone x1,510,FlynMealPassReg x1; Iron Ore x2,,Iron Chefblade,,,,,,,,,
5,blademaster_weapon,538,Iron Chefblade,sword-and-shield,4,vallode,4,,,,N,168,1.4,120,10%,0,,,"13,1,3,3","13,1,3,8",Kitchen Knife,,,7500,FlynMealPassReg x3; Dragonite Ore x3; Pokke Ticket x1,,Millennium Knife,,,,,,,,,
5,blademaster_weapon,539,Millennium Knife,sword-and-shield,4,vallode,4,,,,N,182,1.4,130,15%,0,,,"8,2,8,12,5","8,2,8,12,7,2",Iron Chefblade,,,45000,FlynMealPassPlus x3; FlynMealPassReg x5; Novacrystal x2,,,,,,,,,,,
5,blademaster_weapon,540,Velociprey Claws+,dual-blades,3,vallode,3,,,,N,196,1.4,140,0%,1,,,"7,3,8,7","7,3,8,12",Giaprey Claws+; Velocidrome Bite,,,2480,Velocidrome Claw x6; Velocidrome Head x1; Pale Extract x2,,Velociprey Claws+,,,,,,,,,
5,blademaster_weapon,541,Giaprey Claws,dual-blades,2,vallode,2,,,,N,98,1.4,70,0%,0,Ice 140,Ice 14,"3,7,10","3,7,15",Hunter's Dagger,880,Giaprey Scale x3; Giaprey Hide x3; Sm Monster Bone x2,880,Giaprey Scale x2; Giaprey Hide x2,Plus Class Tcket x1; Giaprey Hide x1,Giaprey Claws+,,,,,,,,,
5,blademaster_weapon,542,Giaprey Claws+,dual-blades,2,vallode,2,,,,N,98,1.4,70,0%,0,Ice 140,Ice 14,"3,7,10","3,7,15",Hunter's Dagger,880,Giaprey Scale x3; Giaprey Hide x3; Sm Monster Bone x2,880,Giaprey Scale x2; Giaprey Hide x2,Plus Class Tcket x1; Giaprey Hide x1,Giaprey Claws+,,,,,,,,,
5,blademaster_weapon,543,White Death,dual-blades,6,vallode,6,,,,N,266,1.4,190,0%,0,Ice 300,Ice 30,"7,3,8,12","7,3,8,13,4",Giaprey Claws+,,,40000,Giadrome Claw+ x6; Giadrome Skull x2; Blangonga Fang+ x2,,,,,,,,,,,
5,blademaster_weapon,544,Snake Bite,sword-and-shield,1,vallode,1,,,,N,126,1.4,90,0%,0,,,"5,3,12","5,3,12,4",Hunter's Dagger,660,Giaprey Scale x4; Giaprey Hide x4; Sharp Claw x2,660,Sharp Claw x1; Giaprey Hide x3; Sm Monster Bone x1,Plus Class Tcket x1; Giaprey Scale x1,Snake Bite+,,,,,,,,,
5,blademaster_weapon,545,Snake Bite+,sword-and-shield,1,vallode,1,,,,N,126,1.4,90,0%,0,,,"5,3,12","5,3,12,4",Hunter's Dagger,660,Giaprey Scale x4; Giaprey Hide x4; Sharp Claw x2,660,Sharp Claw x1; Giaprey Hide x3; Sm Monster Bone x1,Plus Class Tcket x1; Giaprey Scale x1,Snake Bite+,,,,,,,,,
5,blademaster_weapon,546,Twin Dagger+,dual-blades,1,vallode,1,,,,N,112,1.4,80,0%,0,,,"9,1,3,2","9,1,3,7",Hunter's Dagger+,680,Machalite Ore x2; Iron Ore x5; Earth Crystal x2,680,Machalite Ore x1; Disk Stone x1,Hard Ticket x1; Disk Stone x1,Twin Dagger+,,,,,,,,,
5,blademaster_weapon,547,Glutton's Set,dual-blades,2,vallode,2,,,,N,154,1.4,110,0%,0,,,"9,1,3,7","9,1,3,12",Twin Dagger+,1400,FlynMealPassReg x2; Iron Ore x10; Brute Bone x4,1400,FlynMealPassPlus x1; Machalite Ore x2; Sm Monster Bone x2,,Spatula Set; Chereau's Tool,,,,,,,,,
5,blademaster_weapon,548,Chereau's Tool,dual-blades,6,vallode,6,,,,N,196,1.4,140,15%,2,,,"7,3,8,13,4","7,3,8,13,5,4",Glutton's Set,,,50000,FlynMealPassPlus x10; Union Ore x10; Basarios Tears x2,,,,,,,,,,,
5,blademaster_weapon,549,Serpent Bite+,sword-and-shield,6,vallode,6,,,,N,280,1.4,200,0%,2,,,"13,1,3,8","13,1,3,13",Odyssey,,,30000,Velociprey Hide+ x10; Velociprey Fang x30; Velocidrome Head x5,,Serpent Bite+,,,,,,,,,
5,blademaster_weapon,550,Chief Scythe,dual-blades,2,vallode,2,,,,N,154,1.4,110,0%,1,,,"7,3,8,2","7,3,8,7",Bone Scythe+,,,1400,Med Monster Bone x2; Sm Bone Husk x8; Velocidrome Claw x2,,Bladed Edge; Cutlass; Twin Kut-Ku,,,,,,,,,
5,blademaster_weapon,551,Dual Kut-Ku,dual-blades,6,vallode,6,,,,N,280,1.4,200,0%,2,Fire 150,Fire 15,"12,5,5,8","12,5,5,10,3",Twin Kut-Ku+,,,45000,Long Kut-Ku Ear x6; Conga Pelt+ x10; Inferno Sac x2,,,,,,,,,,,
5,blademaster_weapon,552,Pink Maracas+,dual-blades,3,vallode,3,,,,N,182,1.4,130,0%,1,,,"7,5,5,3","7,5,5,8",Twin Kut-Ku,,,2080,Conga Pelt x10; Congalala Claw x2; Congalala Fang x4,,Pink Maracas+,,,,,,,,,
5,blademaster_weapon,553,Shaka Poison Bite,sword-and-shield,4,vallode,4,,,,N,168,1.4,120,0%,0,Poison 400,Poison 40,"10,9,6","10,9,8,3",Melynx Tool,2940,ShakalakaTreasre x6; Poison Sac x12; Pawprint Stamp x2; Commendation x1,2940,Iron Ore x10; Poison Sac x8; ShakalakaTreasre x4,,Shakalaka Saber,,,,,,,,,
5,blademaster_weapon,554,Shakalaka Saber,sword-and-shield,6,vallode,6,,,,N,210,1.4,150,0%,2,Poison 450,Poison 45,"10,9,8,3","10,9,8,3,4,1",Shaka Poison Bite,,,4000,ShakaInheritance x3; ShakalakaTreasre x8; Toxin Sac x5,,Hexed Shaka Hatchet,,,,,,,,,
5,blademaster_weapon,555,Felyne and Melynx,dual-blades,4,vallode,4,,,,N,140,1.4,100,0%,2,Paralysis 20,Paralysis 2,"8,13,6,4,3,1","8,13,6,4,3,6",,6300,Puppet Ticket x5; Pokke Ticket x2; FlynMealPassReg x2; Dragonwood x2,,,,Felyne and Melynx+,,,,,,,,,
5,blademaster_weapon,556,Steel Ice Dagger+,sword-and-shield,5,vallode,5,,,,N,196,1.4,140,0%,0,Ice 180,Ice 18,"7,5,9,4","7,5,9,9",Tarnished Sword,,,35000,Daora Claw x2; Daora Shell x2; DaoraDragonScale x3,,Steel Ice Dagger+,,,,,,,,,
5,blademaster_weapon,557,Rex Talon,sword-and-shield,5,vallode,5,,,,N,238,1.4,170,-25%,0,,,"20,1,3,10,1","20,1,3,10,5,1",,35000,Tigrex Claw x4; Tigrex Fang x4; Tigrex Shell x3; Pokke Ticket x1,,,,Tigrex Sword; Hidden Edge,,,,,,,,,
5,blademaster_weapon,558,Tigrex Sword,sword-and-shield,7,vallode,7,,,,N,308,1.4,220,-25%,0,,,"20,1,3,10,5,1","20,1,3,10,5,4,2",Rex Talon,,,80000,Tigrex Claw+ x4; Tigrex Claw x10; Tigrex Carapace x3,,Tigrex Sword+,,,,,,,,,
5,blademaster_weapon,559,Rex Slicers,dual-blades,5,vallode,5,,8,,N,238,1.4,170,-25%,0,,,"15,3,9,7,1","15,3,9,7,4,2",,35000,Tigrex Claw x6; Tigrex Fang x2; Tigrex Scale x2; Pokke Ticket x1,,,,Tigrex Claws; Hidden Ones,,,,,,,,,
5,blademaster_weapon,560,Tigrex Claws,dual-blades,7,vallode,7,,,,N,308,1.4,220,-25%,0,,,"15,3,9,7,4,2","15,3,9,7,4,5,2",Rex Slicers,,,80000,Tigrex Claw+ x6; Tigrex Fang+ x2; Tigrex Scale x10,,Tigrex Claws+,,,,,,,,,
5,blademaster_weapon,561,Sakura Recorder,hunting-horn,5,vallode,5,,,,N,884,5.2,170,0%,1,Dragon 290,Dragon 29,"3,2,17,8","3,2,17,12,1",Anvil Hammer,25000,Pnk Rathian Scl x6; Pnk Rathian Shl x4; Dosbiscus x10; Killer Beetle x10,25000,Pnk Rathian Scl x5; Pnk Rathian Shl x2; Dragonite Ore x5,,Sakura Recorder+,,,,,,,,,
5,blademaster_weapon,562,Gold Recorder,hunting-horn,8,vallode,8,,,,N,988,5.2,190,0%,1,Dragon 380,Dragon 38,"3,2,17,12,1","3,2,17,12,4,2",Sakura Recorder+,,,75000,Gld Rathian Scl+ x6; Gld Rathian Cpc x4; Small Goldenfish x20,,Gold Recorder+,,,,,,,,,
5,blademaster_weapon,563,Black Cauldron,hammer,3,vallode,3,,,,N,468,5.2,90,0%,2,,,"14,4,2","14,4,6,1",War Mace,1400,FlynMealPassPlus x1; Iron Ore x10; Disk Stone x7,1400,FlynMealPassReg x2; Iron Ore x10; Carpenterbug x10,,True Black Cauldron; One Star Silver Pot,,,,,,,,,
5,blademaster_weapon,564,True Black Cauldron,hammer,6,vallode,6,,6,,N,780,5.2,150,0%,3,,,"10,1,3,11","10,1,3,16",Black Cauldron,,,35000,FlynMealPassReg x7; Carbalite Ore x10; Black Blos Shell x5,,,,,,,,,,,
5,blademaster_weapon,565,One Star Silver Pot,hammer,4,vallode,4,,,,N,520,5.2,100,15%,0,,,"19,2,5,7,2","19,2,5,7,4,3",Black Cauldron,,,2150,FlynMealPassPlus x2; Rainbow Ore x10; DaoraDragonScale x5,,Two Star Silver Pot,,,,,,,,,
5,blademaster_weapon,566,Two Star Silver Pot,hammer,7,vallode,7,,7,,N,676,5.2,130,15%,0,,,"6,4,8,12,5","6,4,8,12,6,4",One Star Silver Pot,,,50000,FlynMealPassPlus x8; Union Ore x10; Slvr Rthlos Scl+ x5,,,,,,,,,,,
5,blademaster_weapon,567,Bone Great Axe,hammer,6,vallode,6,,,,N,1092,5.2,210,5%,2,,,"19,2,5,4","19,2,5,7,2",Bone Broadaxe,,,40000,Hrd Monster Bone x2; Monster Bone+ x4; Monster Broth x1; King Scarab x5,,Ceanataur Head Axe,,,,,,,,,
5,blademaster_weapon,568,Crater Maker,hammer,7,vallode,7,,,,N,988,5.2,190,0%,2,Poison 200,Poison 20,"14,4,6,7,4","14,4,6,7,4,5",Graviton Hammer,,,70000,Gravios Carapace x12; Wyvern Stone x3; Toxin Sac x8,,VenomousCraterMaker,,,,,,,,,
5,blademaster_weapon,569,Basarios Rock,hunting-horn,4,vallode,4,,,,N,676,5.2,130,0%,0,Fire 250,Fire 25,"6,4,8,7","6,4,8,12",Spiked Hammer+,3825,Basarios Shell x8; Machalite Ore x25; FireWyvern Fluid x10; Hercudrome x3,3825,Basarios Shell x5; Machalite Ore x15; Flame Sac x3,,Basarios Rock Mk.II,,,,,,,,,
5,blademaster_weapon,570,Volcanic Rock,hunting-horn,7,vallode,7,,,,N,988,5.2,190,0%,2,Fire 320,Fire 32,"8,7,7,11,2","8,7,7,11,5,2",Basarios Rock Mk.II,,,40000,Basarios Tears x3; Machalite Ore x50; Kirin Mane x5,,Volcanic Gig,,,,,,,,,
5,blademaster_weapon,571,Enormous Ham,hammer,2,vallode,2,,,,N,728,5.2,140,-20%,0,,,"10,1,3,1","10,1,3,6",Large Bone Club,,,7500,Giant Bone x3; Well Done Steak x10; FlynMealPassReg x3,,Ham of Hams,,,,,,,,,
5,blademaster_weapon,572,Ham of Hams,hammer,6,vallode,6,,6,,N,1196,5.2,230,-20%,0,,,"10,1,3,1","10,1,3,6",Enormous Ham,,,50000,Hrd Monster Bone x3; Gourmet Steak x10; FlynMealPassPlus x3,,,,,,,,,,,
5,blademaster_weapon,573,Basarios Rock Mk.II,hunting-horn,5,vallode,5,,,,N,832,5.2,160,0%,0,Fire 280,Fire 28,"6,4,8,12","6,4,8,12,5",Basarios Rock,,,5715,Gravios Shell x5; Machalite Ore x20; Basarios Wing x1,,Volcanic Rock,,,,,,,,,
5,blademaster_weapon,574,Dynamic Hammer,hammer,3,vallode,3,,,,N,728,5.2,140,5%,0,,,"19,2,5,4","19,2,5,7,2",Kut-Ku Jaw,,,3100,Blue Kut-Ku Shl x6; Blue Kut-Ku Scl x8; Carpenterbug x5,,Violence Hammer,,,,,,,,,
5,blademaster_weapon,575,Sakura Recorder+,hunting-horn,5,vallode,5,,,,N,884,5.2,170,0%,1,Dragon 290,Dragon 29,"3,2,17,8","3,2,17,12,1",Anvil Hammer,25000,Pnk Rathian Scl x6; Pnk Rathian Shl x4; Dosbiscus x10; Killer Beetle x10,25000,Pnk Rathian Scl x5; Pnk Rathian Shl x2; Dragonite Ore x5,,Sakura Recorder+,,,,,,,,,
5,blademaster_weapon,576,Khezu Horn+,hunting-horn,3,vallode,3,,,,N,624,5.2,120,0%,1,Thunder 200,Thunder 20,"9,2,13,1","9,2,13,6",Atlas Hammer,2790,Flabby Hide x5; Electro Sac x4; Machalite Ore x6; Lg Monster Bone x6,2790,Flabby Hide x3; Pale Extract x4; Electro Sac x2,,Khezu Horn+,,,,,,,,,
5,blademaster_weapon,577,Giadrome Balloon,hunting-horn,6,vallode,6,,,,N,1040,5.2,200,0%,0,Ice 180,Ice 18,"5,4,14,10,2","5,4,14,10,4,3",Giaprey Balloon+,,,40000,Giaprey Hide+ x5; Giadrome Claw+ x6; Giaprey Scale+ x5,,,,,,,,,,,
5,blademaster_weapon,578,Bull Hammer,hammer,2,vallode,2,,,,N,520,5.2,100,0%,0,,,"6,4,5","6,4,8,2",Bone Club,1400,Bullfango Pelt x4; Bullfango Head x1; Brute Bone x5; Carpenterbug x2,1750,Bullfango Pelt x2; Anteka Antlers x2; Brute Bone x3,Plus Class Tcket x1; Bullfango Pelt x1,Bull Head Hammer,,,,,,,,,
5,blademaster_weapon,579,Giaprey Balloon,hunting-horn,2,vallode,2,,,,N,416,5.2,80,0%,0,Ice 100,Ice 10,"3,2,10","3,2,15",Bone Club,990,Giaprey Hide x4; Brute Bone x3; Anteka Antlers x1; Iron Ore x5,990,Giaprey Hide x2; Giaprey Scale x2; Ice Crystal x3,Plus Class Tcket x1; Giaprey Scale x1,Giaprey Balloon+,,,,,,,,,
5,blademaster_weapon,580,Giaprey Balloon+,hunting-horn,2,vallode,2,,,,N,416,5.2,80,0%,0,Ice 100,Ice 10,"3,2,10","3,2,15",Bone Club,990,Giaprey Hide x4; Brute Bone x3; Anteka Antlers x1; Iron Ore x5,990,Giaprey Hide x2; Giaprey Scale x2; Ice Crystal x3,Plus Class Tcket x1; Giaprey Scale x1,Giaprey Balloon+,,,,,,,,,
