item_id,name_ULES,name_ULUS,name_ENGPATCH,name_JP,name_COMPLETE,item_tag,item_tag_JP,storable,not_storable_reason,is_decoration,x99_able,max_stack,special,rarity,grindable,tradeable
220,Rainbow Ore,Rainbow Ore,Rainbow Ore,虹色鉱石,Rainbow Ore,,,yes,,no,yes,99,,5,yes,no
221,Great Stone,Great Stone,Great Stone,グレートストーン,Great Stone,,,yes,,no,yes,99,,5,yes,no
222,Armor Stone,Armor Stone,Armor Stone,鎧石,Armor Stone,,,yes,,no,yes,99,,4,no,no
223,Armor Sphere,Armor Sphere,Armor Sphere,鎧玉,Armor Sphere,,,yes,,no,yes,99,,5,yes,no
224,Armor Sphere+,Armor Sphere+,Armor Sphere+,上鎧玉,Armor Sphere+,,,yes,,no,yes,99,,5,yes,no
225,Hrd Armor Sphere,Hrd Armor Sphere,Hrd Armor Sphere,堅鎧玉,Hrd Armor Sphere,,,yes,,no,yes,99,,5,yes,no
226,Hvy Armor Sphere,Hvy Armor Sphere,Hvy Armor Sphere,重鎧玉,Hvy Armor Sphere,,,yes,,no,yes,99,,5,yes,no
227,Ryl Armor Sphere,Ryl Armor Sphere,King Armor Sphre,王鎧玉,Ryl Armor Sphere,,,yes,,no,yes,99,,5,yes,no
228,Tru Armor Sphere,Tru Armor Sphere,True Armor Sphre,真鎧玉,Tru Armor Sphere,,,yes,,no,yes,99,,5,yes,no
229,Knife Mackerel,Knife Mackerel,Knife Mackerel,キレアジ,Knife Mackerel,,,yes,,no,yes,99,,1,no,no
230,Sushifish,Sushifish,Sushifish,サシミウオ,Sushifish,,,yes,,no,yes,99,,1,no,no
231,Sleepyfish,Sleepyfish,Sleepyfish,眠魚,Sleepyfish,,,yes,,no,yes,99,,2,no,no
232,Pin Tuna,Pin Tuna,Pin Tuna,ハリマグロ,Pin Tuna,,,yes,,no,yes,99,,1,no,no
233,Rumblefish,Rumblefish,Rumblefish,はじけイワシ,Rumblefish,,,yes,,no,yes,99,,2,no,no
234,Scatterfish,Scatterfish,Scatterfish,カクサンデメキン,Scatterfish,,,yes,,no,yes,99,,4,no,no
235,Burst Arrowana,Burst Arrowana,Burst Arrowana,ハレツアロワナ,Burst Arrowana,,,yes,,no,yes,99,,4,no,no
236,Bomb Arrowana,Bomb Arrowana,Bomb Arrowana,バクレツアロワナ,Bomb Arrowana,,,yes,,no,yes,99,,4,no,no
237,Glutton Tuna,Glutton Tuna,Glutton Tuna,大食いマグロ,Glutton Tuna,,,yes,,no,yes,99,,4,yes,no
238,Gastronome Tuna,Gastronome Tuna,Gastronome Tuna,ドス大食いマグロ,Gastronome Tuna,,,yes,,no,yes,99,,5,yes,no
239,Speartuna,Speartuna,Speartuna,カジキマグロ,Speartuna,,,yes,,no,yes,99,,5,yes,no
240,Small Goldenfish,Small Goldenfish,Small Goldenfish,小金魚,Small Goldenfish,,,yes,,no,yes,99,,4,yes,no
241,Goldenfish,Goldenfish,Goldenfish,黄金魚,Goldenfish,Account Item,精算アイテム,no,quest-only: Account Item tag,no,no,0,,,no,no
242,Silverfish,Silverfish,Silver Fish,白金魚,Silverfish,Account Item,精算アイテム,no,quest-only: Account Item tag,no,no,0,,,no,no
243,Ancient Fish,Ancient Fish,Ancient Fish,古代魚,Ancient Fish,,,yes,,no,yes,99,,5,yes,no
244,Springnight Carp,Springnight Carp,Springnight Carp,春夜鯉,Springnight Carp,,,yes,,no,yes,99,,4,yes,no
245,Tailed Frog,Tailed Frog,Big-Tailed Frog,オオシッポガエル,Tailed Frog,,,yes,,no,yes,99,,5,yes,no
246,Insect Husk,Insect Husk,Insect Husk,虫の死骸,Insect Husk,,,yes,,no,yes,99,,1,yes,yes
247,Yambug,Yambug,Yambug,ヤマイモムシ,Yambug,,,yes,,no,yes,99,,1,no,no
248,Bughopper,Bughopper,Bughopper,カクバッタ,Bughopper,,,yes,,no,yes,99,,1,no,no
249,Snakebee Larva,Snakebee Larva,Snakebee Larva,ツチハチノコ,Snakebee Larva,,,yes,,no,yes,99,,1,no,no
250,Godbug,Godbug,Godbug,不死虫,Godbug,,,yes,,no,yes,99,,4,no,no
251,Bitterbug,Bitterbug,Bitterbug,にが虫,Bitterbug,,,yes,,no,yes,99,,1,yes,yes
252,Flashbug,Flashbug,Flashbug,光蟲,Flashbug,,,yes,,no,yes,99,,2,no,no
253,Thunderbug,Thunderbug,Thunderbug,雷光虫,Thunderbug,,,yes,,no,yes,99,,4,yes,no
254,Carpenterbug,Carpenterbug,Carpenterbug,セッチャクロアリ,Carpenterbug,,,yes,,no,yes,99,,4,yes,no
255,King Scarab,King Scarab,King Scarab,王族カナブン,King Scarab,,,yes,,no,yes,99,,5,yes,no
256,Emperor Cricket,Emperor Cricket,Emperor Locust,皇帝バッタ,Emperor Cricket,,,yes,,no,yes,99,,5,yes,no
257,Killer Beetle,Killer Beetle,Killer Beetle,キラビートル,Killer Beetle,,,yes,,no,yes,99,,4,yes,no
258,Hercudrome,Hercudrome,Hercudrome,ドスヘラクレス,Hercudrome,,,yes,,no,yes,99,,5,yes,no
259,Rare Scarab,Rare Scarab,Rare Scarab,マレコガネ,Rare Scarab,,,yes,,no,yes,99,,5,yes,no
260,PhantomButterfly,PhantomButterfly,PhantomButterfly,マボロシチョウ,PhantomButterfly,,,yes,,no,yes,99,,5,yes,no
261,Royal Rhino,Royal Rhino,Royal Rhino,ロイヤルカブト,Royal Rhino,Account Item,精算アイテム,no,quest-only: Account Item tag,no,no,0,,,no,no
262,Divine Rhino,Divine Rhino,Divine Rhino,ゴッドカブト,Divine Rhino,Account Item,精算アイテム,no,quest-only: Account Item tag,no,no,0,,,no,no
263,Rainbow Insect,Rainbow Insect,Rainbow Insect,虹色コガネ,Rainbow Insect,,,yes,,no,yes,99,,5,yes,no
264,Great Hornfly,Great Hornfly,Great Hornfly,オオツノアゲハ,Great Hornfly,,,yes,,no,yes,99,,5,yes,no
265,Great Ladybug,Great Ladybug,Great Ladybug,オオナナホシ,Great Ladybug,,,yes,,no,yes,99,,5,yes,no
266,Screamer,Screamer,Screamer,鳴き袋,Screamer,,,yes,,no,yes,99,,4,yes,yes
267,Poison Sac,Poison Sac,Poison Sac,毒袋,Poison Sac,,,yes,,no,yes,99,,4,yes,no
268,Toxin Sac,Toxin Sac,Toxin Sac,猛毒袋,Toxin Sac,,,yes,,no,yes,99,,5,yes,no
269,DeadlyPoisonSac,DeadlyPoisonSac,Venom Sac,劇烈毒袋,DeadlyPoisonSac,,,yes,,no,yes,99,,5,yes,no
270,Paralysis Sac,Paralysis Sac,Paralysis Sac,麻痺袋,Paralysis Sac,,,yes,,no,yes,99,,4,yes,no
271,Sleep Sac,Sleep Sac,Sleep Sac,睡眠袋,Sleep Sac,,,yes,,no,yes,99,,4,yes,no
272,Coma Sac,Coma Sac,Coma Sac,昏睡袋,Coma Sac,,,yes,,no,yes,99,,5,yes,no
273,Flame Sac,Flame Sac,Flame Sac,火炎袋,Flame Sac,,,yes,,no,yes,99,,4,yes,no
274,Inferno Sac,Inferno Sac,Inferno Sac,爆炎袋,Inferno Sac,,,yes,,no,yes,99,,5,yes,no
275,Blazing Fire Sac,Blazing Fire Sac,Blaze Sac,業炎袋,Blazing Fire Sac,,,yes,,no,yes,99,,5,yes,no
276,Electro Sac,Electro Sac,Electro Sac,電気袋,Electro Sac,,,yes,,no,yes,99,,4,yes,no
277,Thunder Sac,Thunder Sac,Thunder Sac,電撃袋,Thunder Sac,,,yes,,no,yes,99,,5,yes,no
278,Lightning Sac,Lightning Sac,Lightning Sac,雷電袋,Lightning Sac,,,yes,,no,yes,99,,5,yes,no
279,Power Extract,Power Extract,Power Extract,狂走エキス,Power Extract,,,yes,,no,yes,99,,3,yes,yes
280,Pale Extract,Pale Extract,Pale Extract,アルビノエキス,Pale Extract,,,yes,,no,yes,99,,3,yes,yes
281,Sm Monster Bone,Sm Monster Bone,Sm Monster Bone,竜骨【小】,Sm Monster Bone,,,yes,,no,yes,99,,3,no,no
282,Med Monster Bone,Med Monster Bone,Med Monster Bone,竜骨【中】,Med Monster Bone,,,yes,,no,yes,99,,4,yes,no
283,Lg Monster Bone,Lg Monster Bone,Lg Monster Bone,竜骨【大】,Lg Monster Bone,,,yes,,no,yes,99,,5,yes,no
284,Monster Bone+,Monster Bone+,Monster Bone+,上竜骨,Monster Bone+,,,yes,,no,yes,99,,5,yes,no
285,Hrd Monster Bone,Hrd Monster Bone,Hrd Monster Bone,堅竜骨,Hrd Monster Bone,,,yes,,no,yes,99,,5,yes,no
286,Hvy Monster Bone,Hvy Monster Bone,Hvy Monster Bone,重竜骨,Hvy Monster Bone,,,yes,,no,yes,99,,5,no,no
287,Eldr Dragon Bone,Eldr Dragon Bone,Elder Drgn Bone,古龍骨,Eldr Dragon Bone,,,yes,,no,yes,99,,5,yes,no
288,BigEDragonBone,BigEDragonBone,Ancient DrgnBone,太古龍骨,BigEDragonBone,,,yes,,no,yes,99,,5,yes,no
289,Mystery Bone,Mystery Bone,Mystery Bone,なぞの骨,Mystery Bone,,,yes,,no,yes,99,,1,yes,yes
290,Unknown Skull,Unknown Skull,Unknown Skull,なぞの頭骨,Unknown Skull,,,yes,,no,yes,99,,4,yes,no
291,Master's Skull,Master's Skull,Master's Skull,達人のドクロ,Master's Skull,,,yes,,no,yes,99,,5,yes,no
292,Bone,Bone,Bone,棒状の骨,Bone,,,yes,,no,yes,99,,1,yes,yes
293,RobustWyvernBone,RobustWyvernBone,BirdWyvnStoutBne,堅牢な鳥竜骨,RobustWyvernBone,,,yes,,no,yes,99,,5,yes,no
294,Brute Bone,Brute Bone,Brute Bone,獣骨,Brute Bone,,,yes,,no,yes,99,,3,yes,yes
295,Giant Bone,Giant Bone,Giant Bone,大きな骨,Giant Bone,,,yes,,no,yes,99,,4,yes,no
296,Stout Bone,Stout Bone,Stout Bone,堅牢な骨,Stout Bone,,,yes,,no,yes,99,,5,yes,no
297,Massive Bone,Massive Bone,Colossal Bone,重厚な骨,Massive Bone,,,yes,,no,yes,99,,5,yes,no
298,Wyvern Fang,Wyvern Fang,Wyvern Fang,竜の牙,Wyvern Fang,,,yes,,no,yes,99,,3,no,no
299,Wyvern Claw ,Wyvern Claw ,Wyvern Claw,竜の爪,Wyvern Claw ,,,yes,,no,yes,99,,3,no,no
300,Wyvern Stone,Wyvern Stone,Wyvern Stone,竜玉,Wyvern Stone,,,yes,,no,yes,99,,5,yes,no
301,Big Wyvern Stone,Big Wyvern Stone,Lg Wyvern Stone,大竜玉,Big Wyvern Stone,,,yes,,no,yes,99,,5,no,no
302,BigEDragonJewel,BigEDragonJewel,Elder Dragon Jwl,古龍の大宝玉,BigEDragonJewel,,,yes,,no,yes,99,,5,yes,no
303,White Liver,White Liver,White Liver,ホワイトレバー,White Liver,Account Item,精算アイテム,no,quest-only: Account Item tag,no,no,0,,,no,no
304,Popo Tongue,Popo Tongue,Popo Tongue,ポポノタン,Popo Tongue,Account Item,精算アイテム,no,quest-only: Account Item tag,no,no,0,,,no,no
305,Secret Pouch,Secret Pouch,Secret Pouch,秘密のポーチ,Secret Pouch,Account Item,精算アイテム,no,quest-only: Account Item tag,no,no,0,,,no,no
306,CarapaceonBrains,CarapaceonBrains,CarpcnBrains,ザザミソ,CarapaceonBrains,Account Item,精算アイテム,no,quest-only: Account Item tag,no,no,0,,,no,no
307,CarapaceonBrain+,CarapaceonBrain+,CarpcnBrains+,極上ザザミソ,CarapaceonBrain+,Account Item,精算アイテム,no,quest-only: Account Item tag,no,no,0,,,no,no
308,Piscine Liver,Piscine Liver,Piscine Liver,魚竜のキモ,Piscine Liver,Account Item,精算アイテム,no,quest-only: Account Item tag,no,no,0,,,no,no
309,Wyvern Tears,Wyvern Tears,Wyvern Tears,竜のナミダ,Wyvern Tears,Account Item,精算アイテム,no,quest-only: Account Item tag,no,no,0,,,no,no
310,Wyvern Sobs,Wyvern Sobs,Wyvern Sobs,竜の大粒のナミダ,Wyvern Sobs,Account Item,精算アイテム,no,quest-only: Account Item tag,no,no,0,,,no,no
311,Territorial Dung,Territorial Dung,Territorial Dung,なわばりのフン,Territorial Dung,Account Item,精算アイテム,no,quest-only: Account Item tag,no,no,0,,,no,no
312,TerritorialDung+,TerritorialDung+,TerritorialDung+,なわばりの大フン,TerritorialDung+,Account Item,精算アイテム,no,quest-only: Account Item tag,no,no,0,,,no,no
313,Crab Pearl,Crab Pearl,Crab Pearl,ヤド真珠,Crab Pearl,Account Item,精算アイテム,no,quest-only: Account Item tag,no,no,0,,,no,no
314,Crab Pearl+,Crab Pearl+,Crab Pearl+,極上ヤド真珠,Crab Pearl+,Account Item,精算アイテム,no,quest-only: Account Item tag,no,no,0,,,no,no
315,Dragon Treasure,Dragon Treasure,Dragon Treasure,龍秘宝,Dragon Treasure,Account Item,精算アイテム,no,quest-only: Account Item tag,no,no,0,,,no,no
316,Anc Drgn Treasre,Anc Drgn Treasre,Anc Drgn Treasre,いにしえの龍秘宝,Anc Drgn Treasre,Account Item,精算アイテム,no,quest-only: Account Item tag,no,no,0,,,no,no
317,Decayed Drgn Scl,Decayed Drgn Scl,Decayed Drgn Scl,朽ちた龍鱗,Decayed Drgn Scl,Account Item,精算アイテム,no,quest-only: Account Item tag,no,no,0,,,no,no
318,Dragon Herb,Dragon Herb,Dragon Herb,龍薬石,Dragon Herb,Account Item,精算アイテム,no,quest-only: Account Item tag,no,no,0,,,no,no
319,Felyne Fur Ruby,Felyne Fur Ruby,Felyne Fur Ruby,ネコ毛の紅玉,Felyne Fur Ruby,,,yes,,no,yes,99,,5,yes,no
320,Mosswine Hide,Mosswine Hide,Mosswine Hide,モスの苔皮,Mosswine Hide,,,yes,,no,yes,99,,4,yes,no
321,Bullfango Pelt,Bullfango Pelt,Bullfango Pelt,ファンゴの毛皮,Bullfango Pelt,,,yes,,no,yes,99,,1,yes,yes
322,ThkBullfangoPelt,ThkBullfangoPelt,Bullfango Pelt+,ファンゴの厚毛皮,ThkBullfangoPelt,,,yes,,no,yes,99,,5,yes,no
323,Bullfango Head,Bullfango Head,Bullfango Head,ファンゴの頭,Bullfango Head,,,yes,,no,yes,99,,4,yes,no
324,Bulldrome Tusk,Bulldrome Tusk,Bulldrome Tusk,大猪の牙,Bulldrome Tusk,,,yes,,no,yes,99,,4,yes,no
325,Bulldrome Hide,Bulldrome Hide,Bulldrome Hide,大猪の皮,Bulldrome Hide,,,yes,,no,yes,99,,4,yes,no
326,Bulldrome Hide+,Bulldrome Hide+,Bulldrome Hide+,大猪の硬い皮,Bulldrome Hide+,,,yes,,no,yes,99,,4,yes,no
327,Kelbi Horn,Kelbi Horn,Kelbi Horn,ケルビの角,Kelbi Horn,,,yes,,no,yes,99,,4,no,no
328,Kelbi Hide,Kelbi Hide,Kelbi Hide,ケルビの皮,Kelbi Hide,,,yes,,no,yes,99,,1,yes,yes
329,Anteka Antlers,Anteka Antlers,Anteka Antlers,ガウシカの角,Anteka Antlers,,,yes,,no,yes,99,,4,yes,no
330,Anteka Pelt,Anteka Pelt,Anteka Pelt,ガウシカの毛皮,Anteka Pelt,,,yes,,no,yes,99,,3,yes,yes
331,High Qualty Pelt,High Qualty Pelt,High Quality Pelt,上質な毛皮,High Qualty Pelt,,,yes,,no,yes,99,,4,yes,no
332,Remobra Skin,Remobra Skin,Remobra Skin,蛇竜の皮,Remobra Skin,,,yes,,no,yes,99,,4,yes,no
333,Remobra Skin+,Remobra Skin+,Remobra Skin+,蛇竜の上皮,Remobra Skin+,,,yes,,no,yes,99,,4,yes,no
334,SpecRemobraSkin+,SpecRemobraSkin+,Remobra Skin G,蛇竜の特上皮,SpecRemobraSkin+,,,yes,,no,yes,99,,4,yes,no
335,Striped Skin,Striped Skin,Striped Skin,縞模様の皮,Striped Skin,,,yes,,no,yes,99,,4,yes,no
336,Remobra Skull,Remobra Skull,Remobra Skull,蛇竜の頭,Remobra Skull,,,yes,,no,yes,99,,4,yes,no
337,ShakalakaTreasre,ShakalakaTreasre,ShakalakaTreasre,奇面族のお宝,ShakalakaTreasre,,,yes,,no,yes,99,,4,yes,no
338,ShakalakaTreasr+,ShakalakaTreasr+,ShakalakaTrsure+,奇面族の秘宝,ShakalakaTreasr+,,,yes,,no,yes,99,,5,yes,no
339,ShakaInheritance,ShakaInheritance,ShakaInheritance,奇面王の遺産,ShakaInheritance,,,yes,,no,yes,99,,5,yes,no
340,Giaprey Scale,Giaprey Scale,Giaprey Scale,ギアノスの鱗,Giaprey Scale,,,yes,,no,yes,99,,3,yes,yes
341,Giaprey Scale+,Giaprey Scale+,Giaprey Scale+,ギアノスの上鱗,Giaprey Scale+,,,yes,,no,yes,99,,5,yes,no
342,Giaprey Hide,Giaprey Hide,Giaprey Hide,ギアノスの皮,Giaprey Hide,,,yes,,no,yes,99,,3,yes,yes
343,Giaprey Hide+,Giaprey Hide+,Giaprey Hide+,ギアノスの上皮,Giaprey Hide+,,,yes,,no,yes,99,,5,yes,no
344,Giadrome Hide,Giadrome Hide,Giadrome Hide,ドスギアノスの皮,Giadrome Hide,,,yes,,no,yes,99,,4,yes,no
345,Giadrome Claw,Giadrome Claw,Giadrome Claw,ドスギアノスの爪,Giadrome Claw,,,yes,,no,yes,99,,4,yes,no
346,Giadrome Claw+,Giadrome Claw+,Giadrome Claw+,ギアノスの尖爪,Giadrome Claw+,,,yes,,no,yes,99,,5,yes,no
347,Giadrome Skull,Giadrome Skull,Giadrome Skull,ドスギアノスの頭,Giadrome Skull,,,yes,,no,yes,99,,4,yes,no
348,Velociprey Fang,Velociprey Fang,Velociprey Fang,ランポスの牙,Velociprey Fang,,,yes,,no,yes,99,,2,no,no
349,Velociprey Scale,Velociprey Scale,Velociprey Scale,ランポスの鱗,Velociprey Scale,,,yes,,no,yes,99,,3,yes,yes
350,Velociprey Scle+,Velociprey Scle+,Velociprey Scl+,ランポスの上鱗,Velociprey Scle+,,,yes,,no,yes,99,,5,yes,no
351,Velociprey Hide,Velociprey Hide,Velociprey Hide,ランポスの皮,Velociprey Hide,,,yes,,no,yes,99,,3,yes,yes
352,Velociprey Hide+,Velociprey Hide+,Velociprey Hide+,ランポスの上皮,Velociprey Hide+,,,yes,,no,yes,99,,5,yes,no
353,Velocidrome Hide,Velocidrome Hide,Velocidrome Hide,ドスランポスの皮,Velocidrome Hide,,,yes,,no,yes,99,,4,yes,no
354,Velocidrome Claw,Velocidrome Claw,Velocidrome Claw,ドスランポスの爪,Velocidrome Claw,,,yes,,no,yes,99,,4,yes,no
355,Velocidrome Clw+,Velocidrome Clw+,Velocidrome Clw+,ランポスの尖爪,Velocidrome Clw+,,,yes,,no,yes,99,,5,yes,no
356,Velocidrome Head,Velocidrome Head,Velocidrome Head,ドスランポスの頭,Velocidrome Head,,,yes,,no,yes,99,,4,yes,no
357,Genprey Fang,Genprey Fang,Genprey Fang,ゲネポスの麻痺牙,Genprey Fang,,,yes,,no,yes,99,,2,no,no
358,Genprey Scale,Genprey Scale,Genprey Scale,ゲネポスの鱗,Genprey Scale,,,yes,,no,yes,99,,3,yes,yes
359,Genprey Scale+,Genprey Scale+,Genprey Scale+,ゲネポスの上鱗,Genprey Scale+,,,yes,,no,yes,99,,5,yes,no
360,Genprey Hide,Genprey Hide,Genprey Hide,ゲネポスの皮,Genprey Hide,,,yes,,no,yes,99,,3,yes,yes
361,Genprey Hide+,Genprey Hide+,Genprey Hide+,ゲネポスの上皮,Genprey Hide+,,,yes,,no,yes,99,,5,yes,no
362,Gendrome Hide,Gendrome Hide,Gendrome Hide,ドスゲネポスの皮,Gendrome Hide,,,yes,,no,yes,99,,4,yes,no
363,Gendrome Tail,Gendrome Tail,Gendrome Tail,ドスゲネポスの尾,Gendrome Tail,,,yes,,no,yes,99,,5,yes,no
364,Gendrome Skull,Gendrome Skull,Gendrome Skull,ドスゲネポスの頭,Gendrome Skull,,,yes,,no,yes,99,,4,yes,no
365,Ioprey Fang,Ioprey Fang,Ioprey Fang,イーオスの毒牙,Ioprey Fang,,,yes,,no,yes,99,,2,no,no
366,Ioprey Scale,Ioprey Scale,Ioprey Scale,イーオスの鱗,Ioprey Scale,,,yes,,no,yes,99,,3,yes,yes
367,Ioprey Scale+,Ioprey Scale+,Ioprey Scale+,イーオスの上鱗,Ioprey Scale+,,,yes,,no,yes,99,,5,yes,no
368,Ioprey Hide,Ioprey Hide,Ioprey Hide,イーオスの皮,Ioprey Hide,,,yes,,no,yes,99,,3,yes,yes
369,Ioprey Hide+,Ioprey Hide+,Ioprey Hide+,イーオスの上皮,Ioprey Hide+,,,yes,,no,yes,99,,5,yes,no
370,Iodrome Hide,Iodrome Hide,Iodrome Hide,ドスイーオスの皮,Iodrome Hide,,,yes,,no,yes,99,,4,yes,no
371,Iodrome Skull,Iodrome Skull,Iodrome Skull,ドスイーオスの頭,Iodrome Skull,,,yes,,no,yes,99,,4,yes,no
372,OrangeHypnoPelt,OrangeHypnoPelt,Hypnoc Feather,眠鳥の橙毛,OrangeHypnoPelt,,,yes,,no,yes,99,,5,yes,no
373,OrangeHypnoPelt+,OrangeHypnoPelt+,Hypnoc Feather+,眠鳥の豪橙毛,OrangeHypnoPelt+,,,yes,,no,yes,99,,5,yes,no
374,Top-GrdHypnoClaw,Top-GrdHypnoClaw,Hypnoc Claw+,眠鳥の尖爪,Top-GrdHypnoClaw,,,yes,,no,yes,99,,5,yes,no
375,Hypno Claw+,Hypno Claw+,Hypnoc StrngClaw,眠鳥の剛爪,Hypno Claw+,,,yes,,no,yes,99,,5,yes,no
376,Hypno Bezoar,Hypno Bezoar,HypncGizzardStne,眠鳥の胃石,Hypno Bezoar,,,yes,,no,yes,99,,5,yes,no
377,Hypno Bezoar+,Hypno Bezoar+,HypncGizzardStn+,眠鳥の稀胃石,Hypno Bezoar+,,,yes,,no,yes,99,,5,yes,no
378,Hypno Beak,Hypno Beak,Hypnoc Beak,眠鳥のクチバシ,Hypno Beak,,,yes,,no,yes,99,,5,yes,no
379,Hypno Fang,Hypno Fang,HypncFangedBeak,眠鳥の牙ハシ,Hypno Fang,,,yes,,no,yes,99,,5,yes,no
380,RainbowTailFeath,RainbowTailFeath,Rainbow Down,七色尾羽根,RainbowTailFeath,,,yes,,no,yes,99,,5,yes,no
381,Hypno Ticket,Hypno Ticket,Hypnoc Ticket,ヒプノチケット,Hypno Ticket,,,yes,,no,yes,99,,5,yes,no
382,Kut-Ku Scale,Kut-Ku Scale,Kut-Ku Scale,怪鳥の鱗,Kut-Ku Scale,,,yes,,no,yes,99,,4,yes,no
383,Kut-Ku Scale+,Kut-Ku Scale+,Kut-Ku Scale+,怪鳥の上鱗,Kut-Ku Scale+,,,yes,,no,yes,99,,5,yes,no
384,Thick Kut-Ku Scl,Thick Kut-Ku Scl,Kut-Ku Thck Scl,怪鳥の厚鱗,Thick Kut-Ku Scl,,,yes,,no,yes,99,,5,yes,no
385,Kut-Ku Shell,Kut-Ku Shell,Kut-Ku Shell,怪鳥の甲殻,Kut-Ku Shell,,,yes,,no,yes,99,,4,yes,no
386,Kut-Ku Carapace,Kut-Ku Carapace,Kut-Ku Carapace,怪鳥の堅殻,Kut-Ku Carapace,,,yes,,no,yes,99,,5,yes,no
387,Hvy Kut-Ku Shell,Hvy Kut-Ku Shell,Kut-Ku Hvy Cpc ,怪鳥の重殻,Hvy Kut-Ku Shell,,,yes,,no,yes,99,,5,yes,no
388,Kut-Ku Ear,Kut-Ku Ear,Kut-Ku Ear,怪鳥の耳,Kut-Ku Ear,,,yes,,no,yes,99,,5,yes,no
389,Long Kut-Ku Ear,Long Kut-Ku Ear,Long Kut-Ku Ear,怪鳥の地獄耳,Long Kut-Ku Ear,,,yes,,no,yes,99,,5,yes,no
390,Lucky Kut-Ku Ear,Lucky Kut-Ku Ear,Lucky Kut-KuEar,怪鳥の福耳,Lucky Kut-Ku Ear,,,yes,,no,yes,99,,5,yes,no
391,Giant Beak,Giant Beak,Giant Beak,巨大なクチバシ,Giant Beak,,,yes,,no,yes,99,,5,yes,no
392,Splendid Beak,Splendid Beak,Splendid Beak,立派なクチバシ,Splendid Beak,,,yes,,no,yes,99,,5,yes,no
393,Kut-Ku Webbing,Kut-Ku Webbing,Kut-Ku Webbing,怪鳥の翼膜,Kut-Ku Webbing,,,yes,,no,yes,99,,4,yes,no
394,Str Kut-Ku Wing,Str Kut-Ku Wing,Kut-Ku Hrd Wbbng,怪鳥の剛翼,Str Kut-Ku Wing,,,yes,,no,yes,99,,4,yes,no
395,Blue Kut-Ku Scl,Blue Kut-Ku Scl,Blue Kut-Ku Scl,青怪鳥の鱗,Blue Kut-Ku Scl,,,yes,,no,yes,99,,5,yes,no
396,Blue Kut-Ku Scl+,Blue Kut-Ku Scl+,Blue Kut-Ku Scl+,青怪鳥の上鱗,Blue Kut-Ku Scl+,,,yes,,no,yes,99,,5,yes,no
397,ThkBlueKut-KuScl,ThkBlueKut-KuScl,BlueKut-KuThkScl,青怪鳥の厚鱗,ThkBlueKut-KuScl,,,yes,,no,yes,99,,5,yes,no
398,Blue Kut-Ku Shl,Blue Kut-Ku Shl,Blue Kut-Ku Shl,青怪鳥の甲殻,Blue Kut-Ku Shl,,,yes,,no,yes,99,,5,yes,no
399,Blue Kut-Ku Cpc,Blue Kut-Ku Cpc,Blue Kut-Ku Cpc,青怪鳥の堅殻,Blue Kut-Ku Cpc,,,yes,,no,yes,99,,5,yes,no
400,HvyBlueKut-KuShl,HvyBlueKut-KuShl,BlueKut-KuHvyCpc,青怪鳥の重殻,HvyBlueKut-KuShl,,,yes,,no,yes,99,,5,yes,no
401,Rubbery Hide,Rubbery Hide,Rubbery Hide,ゴム質の皮,Rubbery Hide,,,yes,,no,yes,99,,4,yes,no
402,Rubbery Hide+,Rubbery Hide+,Rubbery Hide+,ゴム質の上皮,Rubbery Hide+,,,yes,,no,yes,99,,5,yes,no
403,SpecRubberyHide+,SpecRubberyHide+,Rubbery Hide G,ゴム質の特上皮,SpecRubberyHide+,,,yes,,no,yes,99,,5,yes,no
404,Gypceros Head,Gypceros Head,Gypceros Head,毒怪鳥の頭,Gypceros Head,,,yes,,no,yes,99,,5,yes,no
405,HardGypcerosHead,HardGypcerosHead,Gypceros HrdHead,毒怪鳥の石頭,HardGypcerosHead,,,yes,,no,yes,99,,5,yes,no
406,Pur Rubbery Hide,Pur Rubbery Hide,Pur Rubbery Hide,ゴム質の紫皮,Pur Rubbery Hide,,,yes,,no,yes,99,,5,yes,no
407,Pur Gypceros Wng,Pur Gypceros Wng,Pur GypcerosWng,毒怪鳥の紫翼,Pur Gypceros Wng,,,yes,,no,yes,99,,5,yes,no
408,HrdPuGypcerosWng,HrdPuGypcerosWng,Pur Gyp StrngWng,毒怪鳥の紫剛翼,HrdPuGypcerosWng,,,yes,,no,yes,99,,5,yes,no
409,Garuga Scale,Garuga Scale,Garuga Scale,黒狼鳥の鱗,Garuga Scale,,,yes,,no,yes,99,,4,yes,no
410,Garuga Scale+,Garuga Scale+,Garuga Scale+,黒狼鳥の上鱗,Garuga Scale+,,,yes,,no,yes,99,,5,yes,no
411,ThickGarugaScale,ThickGarugaScale,Garuga Scale G,黒狼鳥の厚鱗,ThickGarugaScale,,,yes,,no,yes,99,,5,yes,no
412,Garuga Shell,Garuga Shell,Garuga Shell,黒狼鳥の甲殻,Garuga Shell,,,yes,,no,yes,99,,4,yes,no
413,Garuga Carapace,Garuga Carapace,Garuga Carapace,黒狼鳥の堅殻,Garuga Carapace,,,yes,,no,yes,99,,5,yes,no
414,Hvy Garuga Shell,Hvy Garuga Shell,Garuga Hvy Cpc,黒狼鳥の重殻,Hvy Garuga Shell,,,yes,,no,yes,99,,5,yes,no
415,Garuga Ear,Garuga Ear,Garuga Ear,黒狼鳥の耳,Garuga Ear,,,yes,,no,yes,99,,5,yes,no
